λ,cv(N),cv(N^2),cv(N)^2,non-mult,INFO:
0.074,1.444500000107705,2.5806418105766005,2.08658025031116,0.49406156026544057,nothing
0.075,1.443749999810899,2.575312453652586,2.0844140619539706,0.4908983916986154,nothing
0.076,1.4429998091880594,2.5699919994919975,2.0822484493167757,0.48774355017522186,nothing
0.077,1.4422500002078942,2.5646805000695383,2.080085063099671,0.4845954369698675,nothing
0.078,1.4414999999898415,2.5593779985367724,2.077922249970713,0.4814557485660593,nothing
0.079,1.4407500002094473,2.554084491440333,2.0757605631035223,0.4783239283368106,nothing
0.08,1.4400000001076783,2.5488000020637833,2.0736000003101136,0.4752000017536697,nothing
0.081,1.4392500000120498,2.5435245033158624,2.0714405625346854,0.472083940781177,nothing
0.082,1.4384999999689194,2.538257999522308,2.069282249910581,0.46897574961172683,nothing
0.083,1.4377500002365418,2.533000499892791,2.0671250631801756,0.46587543671261544,nothing
0.084,1.4369999998793244,2.5277519999349325,2.0649689996531784,0.4627830002817541,nothing
0.085,1.4362504013577484,2.522511881933141,2.0628152154002932,0.4596966665328477,nothing
0.086,1.4355000000655451,2.517281999743606,2.06066025018818,0.4566217495554259,nothing
0.087,1.4347499999881985,2.5120604693654283,2.0585075624661355,0.45355290689929273,nothing
0.088,1.4340000000875643,2.506848000360298,2.0563560002511347,0.45049200010916346,nothing
0.089,1.4332499998991097,2.5016446924935756,2.054205562210798,0.4474391302827776,nothing
0.09,1.4325000000002315,2.496450000524623,2.052056250000663,0.4443937505239597,nothing
0.091,1.4317499999068475,2.4912645133889897,2.049908062233258,0.44135645115573174,nothing
0.092,1.4310000002404917,2.4860879945491083,2.047761000688287,0.4383269938608212,nothing
0.093,1.4302499999857456,2.480920499221717,2.0456150624592255,0.43530543676249156,nothing
0.094,1.429499999761866,2.4757620093397392,2.043470249319175,0.432291760020564,nothing
0.095,1.4287499998679143,2.470612501944134,2.041326562122565,0.4292859398215687,nothing
0.096,1.4279999999304187,2.465471999933546,2.039183999801276,0.4262880001322702,nothing
0.097,1.4272500001223223,2.4603405064043633,2.037042562849169,0.42329794355519423,nothing
0.098,1.4264999999073742,2.4552179999063077,2.0349022497357385,0.4203157501705692,nothing
0.099,1.4257499999336098,2.45010449973961,2.0327630623106883,0.41734143742892194,nothing
0.1,1.4249999998728513,2.44500000010472,2.0306249996376264,0.41437500046709363,nothing
0.101,1.4242500000287053,2.439904495466989,2.028488062581767,0.4114164328852219,nothing
0.102,1.4235000599081487,2.434818000004942,2.026352420558503,0.40846557944643935,nothing
0.103,1.4227508047543482,2.4297405006659925,2.0242198524291455,0.40552064823684697,nothing
0.104,1.4220000002386468,2.4246719999673463,2.0220840006787117,0.40258799928863453,nothing
0.105,1.4212500001665829,2.419612500070781,2.0199515629735116,0.39966093709726946,nothing
0.106,1.4204999999480117,2.4145619999409917,2.017820249852301,0.3967417500886907,nothing
0.107,1.4197499998014256,2.4095204999911197,2.015690061936148,0.39383043805497175,nothing
0.108,1.4189999999634069,2.4044880000379814,2.0135609998961486,0.3909270001418328,nothing
0.109,1.4182499999837084,2.3994645000438846,2.0114330624537886,0.38803143759009595,nothing
0.11,1.4174999999680038,2.394450000357993,2.0093062499092906,0.3851437504487025,nothing
0.111,1.4167499998787885,2.38944449971254,2.007180562156547,0.38226393755599286,nothing
0.112,1.4160000001010913,2.384448000158589,2.0050560002862907,0.3793919998722983,nothing
0.113,1.4152499999850154,2.3794604999094298,2.002932562457586,0.37652793745184354,nothing
0.114,1.414500000286589,2.3744819997040247,2.0008102508107606,0.37367174889326416,nothing
0.115,1.4137499999749037,2.3695124999904484,1.99868906242904,0.37082343756140834,nothing
0.116,1.4129999999327783,2.364552000497327,1.9965689998100313,0.3679830006872955,nothing
0.117,1.4122499998669873,2.359600499842597,1.9944500621243055,0.3651504377182915,nothing
0.118,1.4115000000125364,2.3546579998809407,1.9923322500353902,0.36232574984555055,nothing
0.119,1.410749999066152,2.3497245004166736,1.990215559865148,0.3595089405515255,nothing
0.12,1.4099999974945157,2.3448000001253995,1.9880999929345342,0.35670000719086525,nothing
0.121,1.4092506170629813,2.3398845001393624,1.9859873016923935,0.353897198446969,nothing
0.122,1.4085000002554278,2.3349779999992393,1.98387225071954,0.3511057492796992,nothing
0.123,1.4077499976866463,2.3300805003188345,1.9817600559867528,0.34832044433208176,nothing
0.124,1.4069999877785948,2.325191999922797,1.979648965608966,0.3455430343138308,nothing
0.125,1.4062500336611439,2.3203124995455964,1.9775391571719683,0.3427733423736281,nothing
0.126,1.4055000009222174,2.3154419999103,1.975430252592353,0.34001174731794714,nothing
0.127,1.4047499909839842,2.310580499832956,1.9733225371695038,0.3372579626634524,nothing
0.128,1.403999853725507,2.3057279747211874,1.9712155892612448,0.33451238545994255,nothing
0.129,1.403250042800797,2.3008845023612414,1.9691106826204388,0.33177381974080267,nothing
0.13,1.4025000125457336,2.2960499998734134,1.967006285190783,0.3290437146826304,nothing
0.131,1.401749999985982,2.2912245019369317,1.9649030624607005,0.32632143947623127,nothing
0.132,1.4010000011718415,2.2864079991429516,1.9628010032835,0.32360699585945163,nothing
0.133,1.4002500003312472,2.2816005013471683,1.960700063427658,0.3209004379195104,nothing
0.134,1.399500000039814,2.276802000228182,1.958600250111439,0.3182017501167429,nothing
0.135,1.398750000259964,2.2720125467526717,1.9565015632272493,0.3155109835254224,nothing
0.136,1.3980000016165677,2.2672319988753564,1.9544040045199231,0.3128279943554333,nothing
0.137,1.3972499893309416,2.2624600856124872,1.9523075326853163,0.3101525529271709,nothing
0.138,1.3965000033654649,2.257698007626833,1.9502122593997433,0.30748574822708963,nothing
0.139,1.395749991117781,2.2529445001779003,1.948118037705286,0.30482646247261425,nothing
0.14,1.3950000017749362,2.248200000295789,1.946025004952072,0.30217499534371695,nothing
0.141,1.394250013679986,2.2434645015556725,1.9439331006466412,0.2995314009090313,nothing
0.142,1.393499983551019,2.23873785053223,1.9418422041566898,0.2968956463755401,nothing
0.143,1.3927499706868525,2.2340205001116797,1.9397524808482285,0.29426801926345125,nothing
0.144,1.3919999819935776,2.229312133136208,1.9376639498701203,0.29164818326608777,nothing
0.145,1.3912499298824919,2.2246124962893963,1.9355763673980384,0.2890361288913579,nothing
0.146,1.3904999343805877,2.2199220000022737,1.9334900675124187,0.286431932489855,nothing
0.147,1.3897499546397794,2.215240499508495,1.9314049364212689,0.28383556308722624,nothing
0.148,1.3889999993806237,2.2105680026868133,1.9293209982793726,0.28124700440744066,nothing
0.149,1.388250000000777,2.2059045546856026,1.927238062502157,0.27866649218344564,nothing
0.15,1.3874999988696404,2.2012500025245374,1.925156246863252,0.27609375566128547,nothing
0.151,1.3867499996969743,2.1966044999254515,1.9230755616595583,0.2735289382658932,nothing
0.152,1.3860000014756833,2.1919680006862734,1.920996004090594,0.2709719965956794,nothing
0.153,1.3852499992464729,2.187340499610755,1.918917560412353,0.2684229391984019,nothing
0.154,1.3845000048797145,2.1827219998861014,1.9168402635119295,0.2658817363741719,nothing
0.155,1.383750000311883,2.178112499826609,1.9147640633631362,0.26334843646347283,nothing
0.156,1.3830000001249005,2.173512000108819,1.9126890003454748,0.260822999763344,nothing
0.157,1.3822499999465723,2.1689204998425136,1.910615062352299,0.2583054374902145,nothing
0.158,1.3815000006614861,2.1643380001700616,1.9085422518276862,0.2557957483423754,nothing
0.159,1.3807500005445361,2.1597645003567405,1.9064705640037365,0.253293936353004,nothing
0.16,1.3800000000213033,2.1552000000357068,1.904400000058797,0.2507999999769097,nothing
0.161,1.3792499991308051,2.150644428828919,1.902330560102326,0.2483138687265929,nothing
0.162,1.37849999903795,2.1460979999304355,1.9002622473476283,0.2458357525828072,nothing
0.163,1.3777499990509323,2.1415604998679565,1.898195059884844,0.24336543998311244,nothing
0.164,1.3769999992286373,2.137032040475281,1.896128997875667,0.24090304259961393,nothing
0.165,1.3762499992575332,2.132512499952324,1.89406406045636,0.23844843949596406,nothing
0.166,1.3754999991384094,2.12800199993651,1.8920002476297642,0.2360017523067457,nothing
0.167,1.374749998980831,2.1235005000373985,1.8899375596977948,0.2335629403396038,nothing
0.168,1.3739999988386835,2.1190080001891087,1.8878759968087022,0.23113200338040651,nothing
0.169,1.373249998763273,2.1145245000464437,1.885815559103329,0.22870894094311467,nothing
0.17,1.3724999988893365,2.110050000035769,1.8837562469512286,0.22629375308454036,nothing
0.171,1.3717500011357966,2.1055845002349365,1.881698065616058,0.22388643461887847,nothing
0.172,1.3710000003871614,2.1011280001149477,1.8796410010615965,0.22148699905335123,nothing
0.173,1.370250001840861,2.096680501098775,1.8775850675448795,0.2190954335538955,nothing
0.174,1.3695000002835402,2.0922420293257997,1.8755302507766167,0.216711778549183,nothing
0.175,1.368749993231301,2.0878124975177648,1.8734765439706864,0.21433595354707835,nothing
0.176,1.3679999825900497,2.0833917716762067,1.8714239523663765,0.21196781930983022,nothing
0.177,1.3672499710316206,2.0789804998933863,1.8693724832859673,0.209608016607419,nothing
0.178,1.3664999860788851,2.0745779999117375,1.8673222119535933,0.20725578795814426,nothing
0.179,1.3657496419011355,2.070184499778859,1.8652720843530797,0.20491241542577932,nothing
0.18,1.3649999975474725,2.0657999999888035,1.8632249933046,0.20257500668420358,nothing
0.181,1.364250000405344,2.061425648157359,1.861178063605981,0.20024758455137825,nothing
0.182,1.3634999986002099,2.057057999874567,1.8591322461827724,0.19792575369179466,nothing
0.183,1.3627499993470324,2.052700499807767,1.857087560720337,0.19561293908742994,nothing
0.184,1.3620000005103121,2.048352000440808,1.8550440013900902,0.1933079990507176,nothing
0.185,1.3612499994082423,2.044012499930947,1.8530015608889396,0.19101093904200717,nothing
0.186,1.3604999999631984,2.0396819997926636,1.8509602498998627,0.18872174989280088,nothing
0.187,1.359750000174106,2.0353604999830335,1.8489200629734814,0.18644043700955204,nothing
0.188,1.3590000000240643,2.0310479985809553,1.8468810000654068,0.18416699851554852,nothing
0.189,1.3582499999935045,2.0267444999674478,1.8448430624823549,0.1819014374850929,nothing
0.19,1.3574999999581558,2.0224499995638316,1.842806249886393,0.17964374967743857,nothing
0.191,1.3567500000097075,2.0181645003335573,1.8407705625263413,0.17739393780721602,nothing
0.192,1.356000000009383,2.013886613369505,1.8387360000254467,0.17515061334405813,nothing
0.193,1.3552499885933016,2.0096205058518155,1.8367025315821441,0.17291797426967137,nothing
0.194,1.3544999997527043,2.0053619903466986,1.834670249330076,0.17069174101662266,nothing
0.195,1.3537500007478982,2.001112499877908,1.8326390645249344,0.16847343535297354,nothing
0.196,1.35300000029086,1.9968719997534445,1.830609000787067,0.16626299896637753,nothing
0.197,1.3522499952784461,1.9926404999618483,1.8285800497305575,0.1640604502312908,nothing
0.198,1.3514999999083326,1.9884180001789655,1.826552249752223,0.16186575042674245,nothing
0.199,1.3507500000566697,1.9842044999983734,1.8245255626530932,0.15967893734528027,nothing
0.2,1.3499999989433555,1.980000000019193,1.82249999714706,0.15750000287213317,nothing
0.201,1.349249990891465,1.9758045101366088,1.8204755379206186,0.1553289722159903,nothing
0.202,1.3485000085970014,1.9716180064432536,1.8184522731861128,0.15316573325714078,nothing
0.203,1.3477499984810521,1.9674404700703503,1.816430058405676,0.15101041166467422,nothing
0.204,1.3469999777067045,1.963271999953938,1.8144089399418626,0.1488630600120755,nothing
0.205,1.3462500045130064,1.9591125003087937,1.8123890746512696,0.14672342565752405,nothing
0.206,1.3454999915029648,1.9549620000126637,1.8103702271344784,0.14459177287818537,nothing
0.207,1.3447499214494505,1.9508205034551274,1.8083523512383033,0.14246815221682407,nothing
0.208,1.3440000208470193,1.9466880034459564,1.8063360560367883,0.14035194740916812,nothing
0.209,1.3432500548885642,1.9425644999440814,1.8043207099581307,0.13824378998595077,nothing
0.21,1.3425000664635225,1.9384499992900457,1.8023064284545622,0.13614357083548345,nothing
0.211,1.3417500650906127,1.9343445220161746,1.8002932371706633,0.13405128484551132,nothing
0.212,1.3410000448839694,1.9302482349390682,1.798281120378808,0.1319671145602601,nothing
0.213,1.3402501129753297,1.9261604999350925,1.796270365330384,0.12989013460470855,nothing
0.214,1.339499999887018,1.9220820242806176,1.7942602496973215,0.12782177458329613,nothing
0.215,1.338750028873695,1.9180124999418364,1.7922516398093196,0.12576086013251686,nothing
0.216,1.337999999531513,1.9139519998531678,1.790243998746329,0.12370800110683877,nothing
0.217,1.3372499690828528,1.9099004998065556,1.7882374798120906,0.12166301999446505,nothing
0.218,1.336499941056669,1.905857999909527,1.7862320924444794,0.11962590746504764,nothing
0.219,1.3357500933461002,1.9018244998515772,1.7842283118741153,0.11759618797746185,nothing
0.22,1.3350000059201947,1.8977997654134797,1.78222501580692,0.11557474960655978,nothing
0.221,1.3342500054581274,1.8937845000581803,1.7802230770650131,0.11356142299316718,nothing
0.222,1.3335000049601093,1.8897780000355358,1.7782222632286115,0.11155573680692421,nothing
0.223,1.3327500044235951,1.8857804999877024,1.7762225742910929,0.10955792569660949,nothing
0.224,1.3320000038432596,1.8817921138491118,1.7742240102384434,0.10756810361066838,nothing
0.225,1.3312500032088275,1.8778125020606649,1.7722265710435032,0.10558593101716163,nothing
0.226,1.330500002499948,1.8738420003000507,1.7702302566523618,0.10361174364768888,nothing
0.227,1.3297500016746167,1.8698804992381883,1.768235066953643,0.10164543228454526,nothing
0.228,1.329000000660185,1.8659280016934487,1.7662410017547716,0.09968699993867713,nothing
0.229,1.3282499990934262,1.8619844909314178,1.7642480600916868,0.09773643083973105,nothing
0.23,1.3274999983066291,1.8580502980453502,1.7622562455041004,0.09579405254124973,nothing
0.231,1.3267500012868658,1.8541244997279445,1.7602655659146984,0.09385893381324606,nothing
0.232,1.3260000014312605,1.8502079979899775,1.7582760037957028,0.09193199419427467,nothing
0.233,1.3252499937300977,1.8463004952945372,1.7562875458816238,0.09001294941291338,nothing
0.234,1.3244999954699708,1.8424020003853572,1.7543002379999526,0.08810176238540457,nothing
0.235,1.3237499962380022,1.8385125752062792,1.7523140525401106,0.08619852266616856,nothing
0.236,1.3229999967770876,1.834631999801466,1.7503289914721738,0.08430300832929216,nothing
0.237,1.3222499972610184,1.8307605001890173,1.7483450552567632,0.08241544493225406,nothing
0.238,1.3214999977534507,1.8268979999529367,1.7463622440623703,0.08053575589056639,nothing
0.239,1.320749998274601,1.8230444999465283,1.7443805579423584,0.07866394200416993,nothing
0.24,1.319999998817322,1.819200000026258,1.7423999968777304,0.07680000314852764,nothing
0.241,1.3192499993637612,1.815364502717733,1.740420560821284,0.07494394189644904,nothing
0.242,1.318500009890967,1.8115379995349223,1.7384422760824798,0.07309572345244253,nothing
0.243,1.317749979826252,1.807720499893782,1.7364650093320875,0.07125549056169445,nothing
0.244,1.3169999989434364,1.8039119999843232,1.7344889972170117,0.0694230027673115,nothing
0.245,1.3162499979185376,1.8001124997743536,1.7325140570205502,0.06759844275380344,nothing
0.246,1.315500000207151,1.7963220000700788,1.7305402505450145,0.06578174952506433,nothing
0.247,1.3147500335424311,1.7925405001481243,1.7285676506998238,0.0639728494483005,nothing
0.248,1.3139999977052914,1.7887680006034468,1.726595993969506,0.062172006633940846,nothing
0.249,1.3132499996482365,1.7850044861212735,1.7246255615760933,0.060378924545180235,nothing
0.25,1.3124999984457553,1.7812500000151885,1.7226562459201076,0.05859375409508094,nothing
0.251,1.3117499960907906,1.77750450019641,1.720688052244189,0.05681644795222107,nothing
0.252,1.3109999943939223,1.77376799988576,1.7187209853008645,0.05504701458489558,nothing
0.253,1.3102499814933621,1.7700405002191106,1.7167550140033558,0.053285486215754796,nothing
0.254,1.3095000012057776,1.7663220003173645,1.7147902531579315,0.05153174715943298,nothing
0.255,1.3087500728097003,1.7626125813666977,1.712826753079396,0.049785828287301825,nothing
0.256,1.3080000119336321,1.7589119997972056,1.7108640312183818,0.04804796857882376,nothing
0.257,1.307250000079759,1.7552205002440695,1.7089025627085297,0.04631793753553981,nothing
0.258,1.3064999999910767,1.7515379999995904,1.7069422499766833,0.044595750022907055,nothing
0.259,1.3057499999500002,1.7478645001289992,1.7049830623694255,0.04288143775957365,nothing
0.26,1.305000000121991,1.7442000000129272,1.7030250003183967,0.041174999694530534,nothing
0.261,1.3042499975937285,1.7405445001910058,1.7010680562232408,0.03947644396776506,nothing
0.262,1.3035000423084546,1.7368980003852725,1.699112360298143,0.03778564008712948,nothing
0.263,1.3027500010123452,1.733260493772919,1.6971575651376654,0.03610292863525366,nothing
0.264,1.3019999744882973,1.7296320135689442,1.6952039335675269,0.034428080001417394,nothing
0.265,1.3012500022335418,1.7260125000804047,1.6932515683127927,0.03276093176761208,nothing
0.266,1.3005000006526208,1.7224020000028515,1.691300251697467,0.03110174830538459,nothing
0.267,1.2997500002031424,1.7188005003258549,1.6893500630280684,0.029450437297786403,nothing
0.268,1.2989998334230297,1.7152079987166573,1.687400567233059,0.02780743148359832,nothing
0.269,1.2982499998272932,1.7116245000393335,1.6854530620515666,0.026171437987766888,nothing
0.27,1.2974999998052137,1.7080499999298928,1.6835062494945294,0.024543750435363387,nothing
0.271,1.2967499985824587,1.7044845000014324,1.6815605588236064,0.022923941177825924,nothing
0.272,1.2960000000824663,1.700927994836496,1.6796160002137526,0.021311994622743358,nothing
0.273,1.2952500000044056,1.6973805000569255,1.6776725625114126,0.01970793754551292,nothing
0.274,1.2945000000013784,1.6938419989867601,1.6757302500035687,0.018111748983191456,nothing
0.275,1.2937499999607558,1.690312500004414,1.6737890623984557,0.016523437605958202,nothing
0.276,1.2929995535376366,1.6867919999874206,1.6718478454485277,0.014944154538892862,nothing
0.277,1.2922494591880866,1.6832804992196142,1.6699086647719024,0.013371834447711839,nothing
0.278,1.2914997461849156,1.6797779998431877,1.6679715943957014,0.011806405447486235,nothing
0.279,1.290749756567897,1.6762845001457523,1.666034934080085,0.010249566065667182,nothing
0.28,1.2899994023616208,1.6727999999459273,1.664098458093339,0.008701541852588424,nothing
0.281,1.2892495181968469,1.6693244997567631,1.6621643201708018,0.007160179585961268,nothing
0.282,1.288499657755821,1.6658580000622272,1.6602313680368679,0.0056266320253592905,nothing
0.283,1.2877498172937352,1.662400500146179,1.6582995919400483,0.004100908206130738,nothing
0.284,1.2869999989371892,1.658952000113607,1.656368997264325,0.0025830028492821455,nothing
0.285,1.2862499994969743,1.6555124997826476,1.6544390612059663,0.001073438576681296,nothing
0.286,1.2854999988323803,1.6525102500000466,1.6525102469980497,3.001996873308599e-9,nothing
0.287,1.284749998794513,1.650582562207099,1.6505825594025012,2.8045978872626165e-9,nothing
0.288,1.284000000034462,1.648655999988532,1.6486560000884984,-9.996647953869342e-11,nothing
0.289,1.2832499655143876,1.6467305625313373,1.6467304739926771,8.853866018121437e-8,nothing
0.29,1.2825000000102553,1.6448062499167873,1.644806250026305,-1.0951772821954364e-10,nothing
0.291,1.2817500000389987,1.6428830624578523,1.6428830625999733,-1.4212098164989584e-10,nothing
0.292,1.2810000001318742,1.6409610008361992,1.6409610003378616,4.983375934131118e-10,nothing
0.293,1.2802499999685033,1.6390400624955346,1.6390400624193526,7.618194963754377e-11,nothing
0.294,1.279500000051665,1.6371202499701512,1.6371202501322106,-1.6205947694913903e-10,nothing
0.295,1.2787499999265968,1.635201562501723,1.6352015623122713,1.894517875911106e-10,nothing
0.296,1.2780000006550463,1.633284000007349,1.6332840016742982,-1.6669492453047496e-9,nothing
0.297,1.2772500003463418,1.63136756254485,1.6313675633847302,-8.398801654152521e-10,nothing
0.298,1.2764999998856013,1.629452249989194,1.62945224970794,2.8125390905131553e-10,nothing
0.299,1.275750000878307,1.6275380624376288,1.627538064741,-2.303371271494825e-9,nothing
0.3,1.2750000005696762,1.6256249999766637,1.6256250014526743,-1.476010647039061e-9,nothing
0.301,1.2742500006436321,1.6237130624995264,1.6237130641402966,-1.6407701863840884e-9,nothing
0.302,1.2734996825130676,1.6218022503511689,1.6218014413608839,8.089902849839348e-7,nothing
0.303,1.2727500000065708,1.6198925626259997,1.619892562516726,1.0927370119873103e-10,nothing
0.304,1.2720000116475443,1.6179839997498648,1.6179840296313528,-2.9881487950689234e-8,nothing
0.305,1.2712504252745926,1.6160765761018494,1.6160776437608326,-1.0676589832225858e-6,nothing
0.306,1.2704999996853175,1.614170250021986,1.6141702492003918,8.215943481104659e-10,nothing
0.307,1.2697499998515134,1.612265062661457,1.6122650621229182,5.385387691347887e-10,nothing
0.308,1.2689999983753908,1.6103610000623465,1.6103609958767418,4.1856047516830586e-9,nothing
0.309,1.2682478388582537,1.608458062479874,1.608452580768631,5.481711243149334e-6,nothing
0.31,1.2674999956415767,1.606556250042493,1.606556238951397,1.1091096041582205e-8,nothing
0.311,1.266749981866266,1.6046555624661238,1.6046555165581853,4.5907938561740025e-8,nothing
0.312,1.2660000131099944,1.602755999889492,1.602756033194506,-3.330501407994291e-8,nothing
0.313,1.2652500032269087,1.6008575625961883,1.6008575706656925,-8.069504175978182e-9,nothing
0.314,1.264500000016876,1.598960250184271,1.5989602500426794,1.4159162731175456e-10,nothing
0.315,1.2637499998782116,1.5970640622936831,1.5970640621921797,1.0150347229398449e-10,nothing
0.316,1.2629999990963345,1.5951690000051615,1.595168997717341,2.2878203775889006e-9,nothing
0.317,1.262249998233083,1.5932750625652914,1.5932750580394182,4.525873231742139e-9,nothing
0.318,1.2615000003100305,1.591382250041527,1.591382250782207,-7.406801838527599e-10,nothing
0.319,1.260749999046407,1.5894905625280062,1.5894905600955154,2.4324908753925456e-9,nothing
