λ,cv(N),cv(N^2),cv(N)^2,non-mult,INFO:
0.32,1.2599999999819185,1.5875999999563715,1.5875999999544346,1.936895088761048e-12,nothing
0.321,1.259249999769354,1.585710562733922,1.585710561919118,8.148040020472536e-10,nothing
0.322,1.258500000605082,1.58382224963169,1.5838222515229912,-1.891301115719557e-9,nothing
0.323,1.2577500000943533,1.5819350623887694,1.5819350627373459,-3.4857650099695547e-10,nothing
0.324,1.2569999998160104,1.5800489999550935,1.5800489995374503,4.1764325331428154e-10,nothing
0.325,1.25625000009812,1.5781640649682172,1.5781640627465265,2.221690609260918e-9,nothing
0.326,1.2554999998189758,1.576280250188291,1.5762802495454482,6.428428900306926e-10,nothing
0.327,1.254749999998727,1.574397562400684,1.5743975624968056,-9.612155515981158e-11,nothing
0.328,1.2540000000680438,1.572515999878514,1.5725160001706537,-2.921396458077652e-10,nothing
0.329,1.2532499992691033,1.5706355624589896,1.5706355606680074,1.7909822513928475e-9,nothing
0.33,1.2524999987097656,1.568756250161679,1.5687562467679628,3.393716196953278e-9,nothing
0.331,1.2517499925970843,1.5668780622139422,1.5668780439668006,1.8247141575500336e-8,nothing
0.332,1.2510000005373159,1.565000999757579,1.5650010013443643,-1.5867853697670853e-9,nothing
0.333,1.2502499995388083,1.563125062560017,1.5631250613467902,1.2132268523146195e-9,nothing
0.334,1.2495000000519236,1.5612502499428074,1.5612502501297572,-1.8694978898281533e-10,nothing
0.335,1.2487499986848078,1.5593765625702416,1.5593765592153077,3.354933886257072e-9,nothing
0.336,1.2480000000327698,1.5575039998388165,1.5575040000817935,-2.4297697187591893e-10,nothing
0.337,1.2472499999578228,1.5556325624968645,1.555632562394789,1.0207545919627137e-10,nothing
0.338,1.246500000331666,1.553762249891198,1.5537622508268432,-9.35645116939554e-10,nothing
0.339,1.2457500117049907,1.5518930626164147,1.5518930916629843,-2.9046569594015637e-8,nothing
0.34,1.2450000009118136,1.5500250000374756,1.5500250022704158,-2.2329402771248397e-9,nothing
0.341,1.2442500063538156,1.5481580626403342,1.5481580783114701,-1.567113594447278e-8,nothing
0.342,1.2435000084456522,1.5462922498659273,1.5462922710043372,-2.1138409911358735e-8,nothing
0.343,1.2427500091245407,1.5444275627974189,1.544427585179046,-2.2381627218237554e-8,nothing
0.344,1.242000009750057,1.5425639999519705,1.5425640242191416,-2.4267171161440615e-8,nothing
0.345,1.2412500196742036,1.5407015624592288,1.5407016113412106,-4.88819817956454e-8,nothing
0.346,1.2405000705056684,1.5388402499941742,1.5388404249245682,-1.7493039394800292e-7,nothing
0.347,1.239749811910812,1.536980062489952,1.5369795961328936,4.663570583041121e-7,nothing
0.348,1.2390000032908044,1.535120999921771,1.5351210081546134,-8.232842407807084e-9,nothing
0.349,1.2382500124676685,1.5332630624679626,1.5332630933761813,-3.09082186511489e-8,nothing
0.35,1.2375000560482148,1.5314062500107815,1.5314063887193348,-1.3870855330999632e-7,nothing
